Edge Type,Node Type,name,single,release_date,genre,notable,written_date,notoriety_date
PerformerOf,Person,Na Chen,True,2010,Darkwave,True,2010,2010
PerformerOf,Person,Xiuying Tian,True,2010,Darkwave,True,2010,2010
PerformerOf,Person,Xiulan Bai,True,2010,Darkwave,True,2010,2010
RecordedBy,Song,Wearing My Foolish Heart,True,2017,Synthwave,True,2017,2017
DistributedBy,Song,Wearing My Foolish Heart,True,2017,Synthwave,True,2017,2017
PerformerOf,Person,Suzanne Davis,True,2017,Synthwave,True,2017,2017
ComposerOf,Person,Brian Perez,True,2017,Synthwave,True,2017,2017
LyricalReferenceTo,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
InterpolatesFrom,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
InterpolatesFrom,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
InStyleOf,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
CoverOf,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
InterpolatesFrom,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
DistributedBy,Song,The Idiot's Lament,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Ming Duan,True,2017,Doom Metal,True,2017,2017
ComposerOf,Person,Ming Duan,True,2017,Doom Metal,True,2017,2017
RecordedBy,Song,Uh-Huh Uh-Huh,True,2007,Indie Rock,True,2007,2007
PerformerOf,Person,Joshua Oneill,True,2007,Indie Rock,True,2007,2007
PerformerOf,Person,Joshua Oneill,True,2007,Indie Rock,True,2007,2007
LyricistOf,Person,Tamara Brown,True,2007,Indie Rock,True,2007,2007
PerformerOf,Person,Tamara Brown,True,2007,Indie Rock,True,2007,2007
InStyleOf,Song,Oh Oh Oh,True,2024,Blues Rock,True,2024,2024
DistributedBy,Song,Oh Oh Oh,True,2024,Blues Rock,True,2024,2024
ComposerOf,Person,Wei Yao,True,2024,Blues Rock,True,2024,2024
DistributedBy,Song,Mm-Hmm Mm-Hmm,False,1997,Indie Folk,True,1997,1997
LyricistOf,Person,Gerhild Mälzer-Albers,False,1997,Indie Folk,True,1997,1997
PerformerOf,Person,Gerhild Mälzer-Albers,False,1997,Indie Folk,True,1997,1997
ComposerOf,Person,Hannelore Rosemann,False,1997,Indie Folk,True,1997,1997
PerformerOf,Person,Hannelore Rosemann,False,1997,Indie Folk,True,1997,1997
RecordedBy,Song,Hey Hey Hey,True,1987,Dream Pop,True,1987,1987
PerformerOf,Person,Lei Zhao,True,1987,Dream Pop,True,1987,1987
PerformerOf,Person,Xiuying Lu,True,1987,Dream Pop,True,1987,1987
PerformerOf,Person,Yan Xiong,True,1987,Dream Pop,True,1987,1987
RecordedBy,Album,Sombras de Amor,True,2004,Indie Rock,True,2000,2004
DistributedBy,Album,Sombras de Amor,True,2004,Indie Rock,True,2000,2004
PerformerOf,Person,Qiang Pan,True,2004,Indie Rock,True,2004,2004
ComposerOf,Person,Ping Deng,True,2004,Indie Rock,True,2004,2004
CoverOf,Song,Lágrimas de Pasión,True,2022,Lo-Fi Electronica,True,2022,2022
InStyleOf,Song,Lágrimas de Pasión,True,2022,Lo-Fi Electronica,True,2022,2022
InterpolatesFrom,Song,Lágrimas de Pasión,True,2022,Lo-Fi Electronica,True,2022,2022
DirectlySamples,Song,Lágrimas de Pasión,True,2022,Lo-Fi Electronica,True,2022,2022
LyricalReferenceTo,Song,Lágrimas de Pasión,True,2022,Lo-Fi Electronica,True,2022,2022
DistributedBy,Song,Lágrimas de Pasión,True,2022,Lo-Fi Electronica,True,2022,2022
CoverOf,Song,Espejismo del Corazón,True,2019,Indie Pop,True,2019,2019
InStyleOf,Song,Espejismo del Corazón,True,2019,Indie Pop,True,2019,2019
RecordedBy,Song,Espejismo del Corazón,True,2019,Indie Pop,True,2019,2019
DistributedBy,Song,Espejismo del Corazón,True,2019,Indie Pop,True,2019,2019
LyricistOf,Person,Jun Lin,True,2019,Indie Pop,True,2019,2019
InStyleOf,Song,Cadenas de Deseo,True,2003,Synthwave,True,2003,2003
LyricalReferenceTo,Song,Cadenas de Deseo,True,2003,Synthwave,True,2003,2003
RecordedBy,Song,Cadenas de Deseo,True,2003,Synthwave,True,2003,2003
DistributedBy,Song,Cadenas de Deseo,True,2003,Synthwave,True,2003,2003
ComposerOf,Person,Fang Dong,True,2003,Synthwave,True,2003,2003
LyricalReferenceTo,Song,Hungarian Rhapsody for Cello and Whispered Keys,True,2017,Indie Folk,True,2017,2017
LyricalReferenceTo,Song,Hungarian Rhapsody for Cello and Whispered Keys,True,2017,Indie Folk,True,2017,2017
CoverOf,Song,Hungarian Rhapsody for Cello and Whispered Keys,True,2017,Indie Folk,True,2017,2017
DistributedBy,Song,Hungarian Rhapsody for Cello and Whispered Keys,True,2017,Indie Folk,True,2017,2017
CoverOf,Song,Danube's Lament: A Pastoral Sonata,True,2026,Psychedelic Rock,True,2026,2026
RecordedBy,Song,Danube's Lament: A Pastoral Sonata,True,2026,Psychedelic Rock,True,2026,2026
LyricistOf,Person,Jie Hao,True,2026,Psychedelic Rock,True,2026,2026
PerformerOf,Person,Li Chang,True,2026,Psychedelic Rock,True,2026,2026
PerformerOf,Person,Ming Chang,True,2026,Psychedelic Rock,True,2026,2026
ComposerOf,Person,Nathan Nelson,True,2026,Psychedelic Rock,True,2026,2026
PerformerOf,Person,Nathan Nelson,True,2026,Psychedelic Rock,True,2026,2026
InterpolatesFrom,Song,Budapest Nocturne in Trembling Minor,True,2010,Doom Metal,True,2010,2010
InterpolatesFrom,Song,Budapest Nocturne in Trembling Minor,True,2010,Doom Metal,True,2010,2010
RecordedBy,Song,Budapest Nocturne in Trembling Minor,True,2010,Doom Metal,True,2010,2010
DistributedBy,Song,Budapest Nocturne in Trembling Minor,True,2010,Doom Metal,True,2010,2010
ProducerOf,Person,Oskar Radzewicz,True,2010,Doom Metal,True,2010,2010
LyricalReferenceTo,Song,Echoes of the Puszta: Chamber Variations,True,2023,Oceanus Folk,True,2023,2023
InStyleOf,Song,Echoes of the Puszta: Chamber Variations,True,2023,Oceanus Folk,True,2023,2023
CoverOf,Song,Echoes of the Puszta: Chamber Variations,True,2023,Oceanus Folk,True,2023,2023
RecordedBy,Song,Echoes of the Puszta: Chamber Variations,True,2023,Oceanus Folk,True,2023,2023
DistributedBy,Song,Echoes of the Puszta: Chamber Variations,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Qiang Gao,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Fang Yan,True,2023,Oceanus Folk,True,2023,2023
LyricistOf,Person,Jun Lai,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Jing Chang,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Li Dong,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Qiang Sun,True,2023,Oceanus Folk,True,2023,2023
DirectlySamples,Song,Silent Whispers of Unanswered Questions,True,2013,Lo-Fi Electronica,True,2013,2013
InStyleOf,Song,Silent Whispers of Unanswered Questions,True,2013,Lo-Fi Electronica,True,2013,2013
CoverOf,Song,Silent Whispers of Unanswered Questions,True,2013,Lo-Fi Electronica,True,2013,2013
InterpolatesFrom,Song,Silent Whispers of Unanswered Questions,True,2013,Lo-Fi Electronica,True,2013,2013
RecordedBy,Song,Silent Whispers of Unanswered Questions,True,2013,Lo-Fi Electronica,True,2013,2013
RecordedBy,Song,Echoes of Uncertain Hands,True,1999,Southern Gothic Rock,True,1999,1999
DistributedBy,Song,Echoes of Uncertain Hands,True,1999,Southern Gothic Rock,True,1999,1999
ProducerOf,Person,Juanita Galván,True,1999,Southern Gothic Rock,True,1999,1999
LyricalReferenceTo,Album,Fragments of Unresolved Dialogues,True,2023,Oceanus Folk,True,2023,2023
InStyleOf,Album,Fragments of Unresolved Dialogues,True,2023,Oceanus Folk,True,2023,2023
RecordedBy,Album,Fragments of Unresolved Dialogues,True,2023,Oceanus Folk,True,2023,2023
ProducerOf,Person,Kana Mori,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Tomoya Takahashi,True,2023,Oceanus Folk,True,2023,2023
ComposerOf,Person,Yuki Hashimoto,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Yuki Hashimoto,True,2023,Oceanus Folk,True,2023,2023
PerformerOf,Person,Taichi Sasaki,True,2023,Oceanus Folk,True,2023,2023
LyricalReferenceTo,Song,Wavelengths of Lingering Queries,True,2009,Oceanus Folk,True,2009,2009
RecordedBy,Song,Wavelengths of Lingering Queries,True,2009,Oceanus Folk,True,2009,2009
DistributedBy,Song,Wavelengths of Lingering Queries,True,2009,Oceanus Folk,True,2009,2009
PerformerOf,Person,Na Deng,True,2009,Oceanus Folk,True,2009,2009
RecordedBy,Song,Silent Screen Siren,True,1997,Alternative Rock,True,1997,1997
DistributedBy,Song,Silent Screen Siren,True,1997,Alternative Rock,True,1997,1997
LyricistOf,Person,Julie Lane,True,1997,Alternative Rock,True,1997,1997
PerformerOf,Person,Sarah Ward,True,1997,Alternative Rock,True,1997,1997
PerformerOf,Person,Sheila Cox,True,1997,Alternative Rock,True,1997,1997
PerformerOf,Person,Isaac Joubert,True,1997,Alternative Rock,True,1997,1997
ProducerOf,Person,David Flores,True,1997,Alternative Rock,True,1997,1997
RecordedBy,Album,Shadows of Berlin,True,2010,Indie Pop,True,2010,2010
DistributedBy,Album,Shadows of Berlin,True,2010,Indie Pop,True,2010,2010
ComposerOf,Person,Lisa Peterson,True,2010,Indie Pop,True,2010,2010
PerformerOf,Person,Brian Carter,True,2010,Indie Pop,True,2010,2010
PerformerOf,Person,Anthony Allen,True,2010,Indie Pop,True,2010,2010
PerformerOf,Person,Steve Young,True,2010,Indie Pop,True,2010,2010
PerformerOf,Person,Kristin Sullivan,True,2010,Indie Pop,True,2010,2010
InterpolatesFrom,Song,Lipstick and Celluloid,True,2010,Dream Pop,True,2010,2010
InStyleOf,Song,Lipstick and Celluloid,True,2010,Dream Pop,True,2010,2010
InStyleOf,Song,Lipstick and Celluloid,True,2010,Dream Pop,True,2010,2010
DistributedBy,Song,Lipstick and Celluloid,True,2010,Dream Pop,True,2010,2010
RecordedBy,Song,The Last Frame of Pola,True,1986,Southern Gothic Rock,True,1986,1986
DistributedBy,Song,The Last Frame of Pola,True,1986,Southern Gothic Rock,True,1986,1986
InStyleOf,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
InStyleOf,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
CoverOf,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
InterpolatesFrom,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
LyricalReferenceTo,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
LyricalReferenceTo,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
RecordedBy,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
DistributedBy,Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,2023,2023
LyricistOf,Person,Ping Lei,True,2023,Desert Rock,True,2023,2023
PerformerOf,Person,Ping Lei,True,2023,Desert Rock,True,2023,2023
PerformerOf,Person,Li Liu,True,2023,Desert Rock,True,2023,2023
PerformerOf,Person,Ming Zhou,True,2023,Desert Rock,True,2023,2023
PerformerOf,Person,Sean James,True,2023,Desert Rock,True,2023,2023
RecordedBy,Song,Tre melankolske vers,True,2014,Blues Rock,True,2014,2014
DistributedBy,Song,Tre melankolske vers,True,2014,Blues Rock,True,2014,2014
CoverOf,Song,Nordiske stemninger,True,2029,Indie Folk,True,2022,2029
LyricalReferenceTo,Song,Nordiske stemninger,True,2029,Indie Folk,True,2022,2029
InStyleOf,Song,Nordiske stemninger,True,2029,Indie Folk,True,2022,2029
RecordedBy,Song,Nordiske stemninger,True,2029,Indie Folk,True,2022,2029
PerformerOf,Person,Jun Wan,True,2029,Indie Folk,True,2029,2029
ProducerOf,Person,Jun Wan,True,2029,Indie Folk,True,2029,2029
ComposerOf,Person,Yan Tian,True,2029,Indie Folk,True,2029,2029
CoverOf,Song,Poetiske fragmenter ved daggryet,True,2020,Desert Rock,True,2020,2020
DistributedBy,Song,Poetiske fragmenter ved daggryet,True,2020,Desert Rock,True,2020,2020
PerformerOf,Person,Guiying Luo,True,2020,Desert Rock,True,2020,2020
InStyleOf,Song,Scattered Borders,True,2025,Lo-Fi Electronica,True,2025,2025
CoverOf,Song,Scattered Borders,True,2025,Lo-Fi Electronica,True,2025,2025
InStyleOf,Song,Scattered Borders,True,2025,Lo-Fi Electronica,True,2025,2025
RecordedBy,Song,Scattered Borders,True,2025,Lo-Fi Electronica,True,2025,2025
ComposerOf,Person,Chao Wu,True,2025,Lo-Fi Electronica,True,2025,2025
InStyleOf,Album,Coastal Echoes,True,2023,Psychedelic Rock,True,2019,2039
RecordedBy,Album,Coastal Echoes,True,2023,Psychedelic Rock,True,2019,2039
PerformerOf,Person,Abigaíl del Franch,True,2023,Psychedelic Rock,True,2023,2023
ProducerOf,Person,Abigaíl del Franch,True,2023,Psychedelic Rock,True,2023,2023
ComposerOf,Person,Evelia Viñas-Maldonado,True,2023,Psychedelic Rock,True,2023,2023
PerformerOf,Person,Elena Olivera Agudo,True,2023,Psychedelic Rock,True,2023,2023
ProducerOf,Person,Viviana Escrivá Porcel,True,2023,Psychedelic Rock,True,2023,2023
CoverOf,Song,Crimson Parallels,True,2009,Speed Metal,True,2009,2009
RecordedBy,Song,Crimson Parallels,True,2009,Speed Metal,True,2009,2009
InStyleOf,Album,Voices of the Frontier,True,2013,Synthwave,True,2013,2013
RecordedBy,Album,Voices of the Frontier,True,2013,Synthwave,True,2013,2013
DistributedBy,Album,Voices of the Frontier,True,2013,Synthwave,True,2013,2013
ComposerOf,Person,Jun Tao,True,2013,Synthwave,True,2013,2013
PerformerOf,Person,Sean King,True,2013,Synthwave,True,2013,2013
LyricistOf,Person,Wei Dai,True,2013,Synthwave,True,2013,2013
PerformerOf,Person,Wei Dai,True,2013,Synthwave,True,2013,2013
InterpolatesFrom,Song,Boarding the Coastal Express,True,2020,Alternative Rock,True,2020,2020
RecordedBy,Song,Boarding the Coastal Express,True,2020,Alternative Rock,True,2020,2020
DistributedBy,Song,Boarding the Coastal Express,True,2020,Alternative Rock,True,2020,2020
InStyleOf,Song,Northbound Memories,True,2030,Alternative Rock,True,2030,2030
RecordedBy,Song,Northbound Memories,True,2030,Alternative Rock,True,2030,2030
DistributedBy,Song,Northbound Memories,True,2030,Alternative Rock,True,2030,2030
LyricistOf,Person,Heather Dalton,True,2030,Alternative Rock,True,2030,2030
PerformerOf,Person,Heather Dalton,True,2030,Alternative Rock,True,2030,2030
LyricistOf,Person,Susan Brown,True,2030,Alternative Rock,True,2030,2030
PerformerOf,Person,Wei Kang,True,2030,Alternative Rock,True,2030,2030
InStyleOf,Song,Waves and Wanderlust,True,2017,Synthwave,True,2017,2017
CoverOf,Song,Waves and Wanderlust,True,2017,Synthwave,True,2017,2017
DistributedBy,Song,Waves and Wanderlust,True,2017,Synthwave,True,2017,2017
PerformerOf,Person,Honoré-Alexandre Vidal,True,2017,Synthwave,True,2017,2017
ComposerOf,Person,Haruka Kobayashi,True,2017,Synthwave,True,2017,2017
PerformerOf,Person,Haruka Kobayashi,True,2017,Synthwave,True,2017,2017
LyricistOf,Person,Asuka Takahashi,True,2017,Synthwave,True,2017,2017
RecordedBy,Song,Journey of the Iron Ship,True,2014,Dream Pop,True,2014,2014
DistributedBy,Song,Journey of the Iron Ship,True,2014,Dream Pop,True,2014,2014
PerformerOf,Person,Stephen Lawrence,True,2014,Dream Pop,True,2014,2014
PerformerOf,Person,Jun Yin,True,2014,Dream Pop,True,2014,2014
ProducerOf,Person,Jun Yin,True,2014,Dream Pop,True,2014,2014
PerformerOf,Person,Ping Xu,True,2014,Dream Pop,True,2014,2014
PerformerOf,Person,Jörg-Peter Hecker,True,2014,Dream Pop,True,2014,2014
InStyleOf,Song,Silent Chords of Memory,True,1999,Synthwave,False,1999,1999
CoverOf,Song,Silent Chords of Memory,True,1999,Synthwave,False,1999,1999
RecordedBy,Song,Silent Chords of Memory,True,1999,Synthwave,False,1999,1999
DistributedBy,Song,Silent Chords of Memory,True,1999,Synthwave,False,1999,1999
PerformerOf,Person,Jie Fan,True,1999,Synthwave,False,1999,1999
PerformerOf,Person,Chao Li,True,1999,Synthwave,False,1999,1999
InterpolatesFrom,Song,Echoes in Ivory and Ebony,False,2001,Alternative Rock,True,2001,2001
RecordedBy,Song,Echoes in Ivory and Ebony,False,2001,Alternative Rock,True,2001,2001
RecordedBy,Song,Fingerprints on Unplayed Melodies,False,2016,Psychedelic Rock,True,2016,2016
DistributedBy,Song,Fingerprints on Unplayed Melodies,False,2016,Psychedelic Rock,True,2016,2016
ProducerOf,Person,Li Xu,False,2016,Psychedelic Rock,True,2016,2016
PerformerOf,Person,Lori Bass,False,2016,Psychedelic Rock,True,2016,2016
PerformerOf,Person,Na Chang,False,2016,Psychedelic Rock,True,2016,2016
PerformerOf,Person,Ming Hou,False,2016,Psychedelic Rock,True,2016,2016
PerformerOf,Person,Yang Xue,False,2016,Psychedelic Rock,True,2016,2016
InStyleOf,Song,Impossible Light,True,2003,Southern Gothic Rock,True,2003,2003
RecordedBy,Song,Impossible Light,True,2003,Southern Gothic Rock,True,2003,2003
DistributedBy,Song,Impossible Light,True,2003,Southern Gothic Rock,True,2003,2003
ComposerOf,Person,Albrecht Scholtz,True,2003,Southern Gothic Rock,True,2003,2003
InStyleOf,Song,When Wonder Breaks,True,2023,Blues Rock,True,2023,2023
LyricalReferenceTo,Song,When Wonder Breaks,True,2023,Blues Rock,True,2023,2023
CoverOf,Song,When Wonder Breaks,True,2023,Blues Rock,True,2023,2023
RecordedBy,Song,When Wonder Breaks,True,2023,Blues Rock,True,2023,2023
DistributedBy,Song,When Wonder Breaks,True,2023,Blues Rock,True,2023,2023
PerformerOf,Person,Jeffrey Middleton,True,2023,Blues Rock,True,2023,2023
LyricistOf,Person,Jeffrey Middleton,True,2023,Blues Rock,True,2023,2023
ComposerOf,Person,Jeffrey Middleton,True,2023,Blues Rock,True,2023,2023
InterpolatesFrom,Song,Silent Grace,True,2016,Southern Gothic Rock,True,2016,2016
InStyleOf,Song,Silent Grace,True,2016,Southern Gothic Rock,True,2016,2016
RecordedBy,Song,Silent Grace,True,2016,Southern Gothic Rock,True,2016,2016
DistributedBy,Song,Silent Grace,True,2016,Southern Gothic Rock,True,2016,2016
InStyleOf,Song,Nervous Hands,True,2022,Doom Metal,True,2022,2022
RecordedBy,Song,Nervous Hands,True,2022,Doom Metal,True,2022,2022
PerformerOf,Person,Xiuying Feng,True,2022,Doom Metal,True,2022,2022
ComposerOf,Person,Na Cui,True,2022,Doom Metal,True,2022,2022
PerformerOf,Person,Na Cui,True,2022,Doom Metal,True,2022,2022
InterpolatesFrom,Song,Restless Rhythm,False,1991,Dream Pop,True,1991,1991
RecordedBy,Song,Restless Rhythm,False,1991,Dream Pop,True,1991,1991
DistributedBy,Song,Restless Rhythm,False,1991,Dream Pop,True,1991,1991
ProducerOf,Person,Min Wan,False,1991,Dream Pop,True,1991,1991
ProducerOf,Person,Juan Xu,False,1991,Dream Pop,True,1991,1991
PerformerOf,Person,Lei Mo,False,1991,Dream Pop,True,1991,1991
PerformerOf,Person,Yang Lin,False,1991,Dream Pop,True,1991,1991
ComposerOf,Person,Ping He,False,1991,Dream Pop,True,1991,1991
PerformerOf,Person,Ping He,False,1991,Dream Pop,True,1991,1991
DirectlySamples,Song,Twitch and Tap,True,2028,Symphonic Metal,True,2028,2028
DistributedBy,Song,Twitch and Tap,True,2028,Symphonic Metal,True,2028,2028
PerformerOf,Person,Juan Dong,True,2028,Symphonic Metal,True,2028,2028
ProducerOf,Person,Lori Bowers,True,2028,Symphonic Metal,True,2028,2028
PerformerOf,Person,Yan Gu,True,2028,Symphonic Metal,True,2028,2028
InterpolatesFrom,Song,Spinning Stillness,True,2023,Synthwave,True,2023,2023
RecordedBy,Song,Spinning Stillness,True,2023,Synthwave,True,2023,2023
DistributedBy,Song,Spinning Stillness,True,2023,Synthwave,True,2023,2023
ComposerOf,Person,Alphonse Berthelot,True,2023,Synthwave,True,2023,2023
PerformerOf,Person,Alphonse Berthelot,True,2023,Synthwave,True,2023,2023
ProducerOf,Person,Charles Normand,True,2023,Synthwave,True,2023,2023
CoverOf,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
InterpolatesFrom,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
CoverOf,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
InterpolatesFrom,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
CoverOf,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
RecordedBy,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
DistributedBy,Song,Tangent,True,2026,Post-Apocalyptic Folk,True,2026,2026
LyricistOf,Person,Juan Xiang,True,2026,Post-Apocalyptic Folk,True,2026,2026
PerformerOf,Person,Tao Hou,True,2026,Post-Apocalyptic Folk,True,2026,2026
ComposerOf,Person,Fang Su,True,2026,Post-Apocalyptic Folk,True,2026,2026
PerformerOf,Person,Xia Yang,True,2026,Post-Apocalyptic Folk,True,2026,2026
CoverOf,Album,Asymptote,True,2013,Synthwave,True,2013,2013
RecordedBy,Album,Asymptote,True,2013,Synthwave,True,2013,2013
DistributedBy,Album,Asymptote,True,2013,Synthwave,True,2013,2013
ComposerOf,Person,Xiulan Zhou,True,2013,Synthwave,True,2013,2013
PerformerOf,Person,Xia Su,True,2013,Synthwave,True,2013,2013
ProducerOf,Person,Xia Su,True,2013,Synthwave,True,2013,2013
InterpolatesFrom,Song,Inflection,True,2004,Doom Metal,True,2004,2004
RecordedBy,Song,Inflection,True,2004,Doom Metal,True,2004,2004
DistributedBy,Song,Inflection,True,2004,Doom Metal,True,2004,2004
PerformerOf,Person,Yan Shao,True,2004,Doom Metal,True,2004,2004
InterpolatesFrom,Song,Convergence,True,2003,Southern Gothic Rock,True,2003,2003
InterpolatesFrom,Song,Convergence,True,2003,Southern Gothic Rock,True,2003,2003
RecordedBy,Song,Convergence,True,2003,Southern Gothic Rock,True,2003,2003
DistributedBy,Song,Convergence,True,2003,Southern Gothic Rock,True,2003,2003
InStyleOf,Song,Broken Idols,True,2029,Post-Apocalyptic Folk,True,2029,2029
RecordedBy,Song,Broken Idols,True,2029,Post-Apocalyptic Folk,True,2029,2029
DistributedBy,Song,Broken Idols,True,2029,Post-Apocalyptic Folk,True,2029,2029
ProducerOf,Person,Luisa Tommaseo,True,2029,Post-Apocalyptic Folk,True,2029,2029
PerformerOf,Person,Elizabeth Gonzalez,True,2029,Post-Apocalyptic Folk,True,2029,2029
InStyleOf,Song,Martyrdom's Embrace,True,2004,Blues Rock,True,2004,2004
LyricalReferenceTo,Song,Martyrdom's Embrace,True,2004,Blues Rock,True,2004,2004
CoverOf,Song,Martyrdom's Embrace,True,2004,Blues Rock,True,2004,2004
RecordedBy,Song,Martyrdom's Embrace,True,2004,Blues Rock,True,2004,2004
DistributedBy,Song,Martyrdom's Embrace,True,2004,Blues Rock,True,2004,2004
LyricistOf,Person,Brandon Flores,True,2004,Blues Rock,True,2004,2004
PerformerOf,Person,Enno Reinhardt,True,2004,Blues Rock,True,2004,2004
ProducerOf,Person,Enno Reinhardt,True,2004,Blues Rock,True,2004,2004
InStyleOf,Album,Blood of the Faithful,True,2028,Synthwave,True,2028,2028
RecordedBy,Album,Blood of the Faithful,True,2028,Synthwave,True,2028,2028
DistributedBy,Album,Blood of the Faithful,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Tao Gao,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Tao Gao,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Xiuying Cheng,True,2028,Synthwave,True,2028,2028
ProducerOf,Person,Xiuying Cheng,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Lei Cui,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Lei Cui,True,2028,Synthwave,True,2028,2028
InStyleOf,Song,Conversion's Flame,True,2023,Doom Metal,False,2023,2023
RecordedBy,Song,Conversion's Flame,True,2023,Doom Metal,False,2023,2023
DistributedBy,Song,Conversion's Flame,True,2023,Doom Metal,False,2023,2023
LyricalReferenceTo,Song,The Last Wave from Number 42,False,2019,Space Rock,True,2019,2019
DirectlySamples,Song,The Last Wave from Number 42,False,2019,Space Rock,True,2019,2019
RecordedBy,Song,The Last Wave from Number 42,False,2019,Space Rock,True,2019,2019
ProducerOf,Person,Li Hu,False,2019,Space Rock,True,2019,2019
LyricistOf,Person,Lei Qian,False,2019,Space Rock,True,2019,2019
PerformerOf,Person,Tao Zhang,False,2019,Space Rock,True,2019,2019
PerformerOf,Person,Wei Liao,False,2019,Space Rock,True,2019,2019
PerformerOf,Person,Xiulan Lu,False,2019,Space Rock,True,2019,2019
InterpolatesFrom,Song,Farewell to the Corner House,True,2017,Southern Gothic Rock,True,2017,2017
CoverOf,Song,Farewell to the Corner House,True,2017,Southern Gothic Rock,True,2017,2017
InStyleOf,Song,Farewell to the Corner House,True,2017,Southern Gothic Rock,True,2017,2017
DistributedBy,Song,Farewell to the Corner House,True,2017,Southern Gothic Rock,True,2017,2017
ComposerOf,Person,Shannon Thompson,True,2017,Southern Gothic Rock,True,2017,2017
PerformerOf,Person,Wei Cai,True,2017,Southern Gothic Rock,True,2017,2017
InStyleOf,Song,Mrs. Durkin's Empty Porch,True,2028,Psychedelic Rock,True,2022,2028
LyricalReferenceTo,Song,Mrs. Durkin's Empty Porch,True,2028,Psychedelic Rock,True,2022,2028
RecordedBy,Song,Mrs. Durkin's Empty Porch,True,2028,Psychedelic Rock,True,2022,2028
DistributedBy,Song,Mrs. Durkin's Empty Porch,True,2028,Psychedelic Rock,True,2022,2028
PerformerOf,Person,Min Jin,True,2028,Psychedelic Rock,True,2028,2028
ComposerOf,Person,Wei Liao,True,2028,Psychedelic Rock,True,2028,2028
DirectlySamples,Song,Memories in Her Windowsill,False,2020,Doom Metal,True,2020,2020
DistributedBy,Song,Memories in Her Windowsill,False,2020,Doom Metal,True,2020,2020
LyricistOf,Person,Lucia Corradi,False,2020,Doom Metal,True,2020,2020
PerformerOf,Person,Amleto Fittipaldi,False,2020,Doom Metal,True,2020,2020
PerformerOf,Person,Gianluca Barberini,False,2020,Doom Metal,True,2020,2020
InStyleOf,Song,Echoes of Nasso,False,2029,Indie Folk,True,2029,2029
CoverOf,Song,Echoes of Nasso,False,2029,Indie Folk,True,2029,2029
RecordedBy,Song,Echoes of Nasso,False,2029,Indie Folk,True,2029,2029
DistributedBy,Song,Echoes of Nasso,False,2029,Indie Folk,True,2029,2029
PerformerOf,Person,Brian Le,False,2029,Indie Folk,True,2029,2029
ComposerOf,Person,Matthew Moyer,False,2029,Indie Folk,True,2029,2029
PerformerOf,Person,Amy Rodriguez,False,2029,Indie Folk,True,2029,2029
LyricistOf,Person,Henry Norris,False,2029,Indie Folk,True,2029,2029
CoverOf,Song,Whispers from the Forgotten Shore,True,2004,Dream Pop,True,2004,2004
RecordedBy,Song,Whispers from the Forgotten Shore,True,2004,Dream Pop,True,2004,2004
DistributedBy,Song,Whispers from the Forgotten Shore,True,2004,Dream Pop,True,2004,2004
PerformerOf,Person,Ming Cui,True,2004,Dream Pop,True,2004,2004
LyricistOf,Person,Ming Cui,True,2004,Dream Pop,True,2004,2004
PerformerOf,Person,Guiying Yin,True,2004,Dream Pop,True,2004,2004
PerformerOf,Person,Yan Tan,True,2004,Dream Pop,True,2004,2004
